flight_id,airport,date,time,timestep,phase,altitude_ft,speed_knots,pitch_deg,vertical_speed,engine_thrust,wind_speed_knots,crosswind_component,visibility_km,temperature_celsius,humidity_percent,weather,time_of_day,runway_condition,pilot_error,pilot_experience,aircraft_weight,flap_setting,engine_status,fuel_level,approach_accident_type,landing_accident_type
0,BLR,2020-02,09:28:00,0,Approach,6133.341226841293,235.0098767413372,4.462901184432092,-554.1142484256737,78.30174504845377,1.0154418533047087,1.078722458080425,8.82479961799676,26.89366502599397,61.80697802754207,Clear,Day,Wet,0,4495,53200.296919034525,7.8074684094372895,Normal,67.42271701626109,Safe Approach,Engine Failure
0,BLR,2020-02,09:28:30,1,Approach,4308.95368234962,207.3693631325497,4.571817569946185,-628.8709607311017,79.33756588795612,7.019155136178799,5.257101595294975,8.459309809578674,26.518079090205045,69.11875426090128,Rain,Day,Wet,0,2845,51986.3495607192,14.68691150099488,Normal,65.23374604194944,Safe Approach,Engine Failure
0,BLR,2020-02,09:29:00,2,Approach,3996.278833266525,157.7215644027978,6.426039031612632,-595.0271413461883,74.15397441408454,10.07254259712909,4.972950864851208,6.757197409993318,28.241097250965623,62.67801266159309,Storm,Night,Wet,0,1633,22273.355652618186,14.382164473824858,Normal,59.6878678495102,Safe Approach,Engine Failure
0,BLR,2020-02,09:29:30,3,Approach,3168.0318481868644,164.93382127592687,6.920102359659428,-697.8261654277863,74.09099533518543,9.799819129284195,1.902491117845961,6.895487242176172,28.49909717142797,72.10893256478433,Clear,Night,Dry,0,7864,39928.68640130278,17.543853588412077,Failur,52.08380995776823,Safe Approach,Engine Failure
0,BLR,2020-02,09:31:00,4,Landing,2592.866138271941,148.7206781118815,7.474923005372778,-535.276945209646,77.29054333534945,10.367340867120994,7.219596510218161,7.122153602265708,26.785132735562524,52.61556019383698,Clear,Night,Wet,1,4747,70973.84986641335,22.0312170304707,Failur,50.4447069948596,Safe Approach,Engine Failure
0,BLR,2020-02,09:31:30,5,Landing,1761.4032687966046,136.77304798172943,0.7329326266516709,-147.73111020569547,62.912319824420464,11.239546056089276,6.9441211534530805,7.351864673126458,27.5749614693206,71.25236966473325,Fog,Night,Dry,1,1954,56921.91056251003,21.368680443740768,Failur,39.6998528573847,Safe Approach,Engine Failure
0,BLR,2020-02,09:32:00,6,Landing,890.9092807583816,126.18839256921773,6.506326250128614,-1009.439557293684,65.49951696513003,9.13586260032629,7.50329885653094,5.9023748954380535,26.64735031076192,69.00666391261943,Clear,Day,Wet,0,4100,57332.47901460731,25.81738051610072,Normal,38.66660605073179,Safe Approach,Engine Failure
0,BLR,2020-02,09:32:30,7,Landing,82.60144470234442,116.61468793549123,-3.7386971879577215,-1236.9879488027384,61.9138541679884,12.840467374815876,11.223352577681736,5.851472818668946,25.35488024539488,68.50496324767066,Clear,Night,Wet,0,4689,74304.711032903,29.707054386516766,Failur,30.003013328444634,Safe Approach,Engine Failure
1,DEL,2022-08,08:26:00,0,Approach,2542.4256753013588,208.9090369246709,6.091109219533684,-549.4112676408915,81.51496183694137,7.203503194640136,0.2647178200412508,10.0,27.87586761111834,63.55054620181977,Fog,Day,Wet,0,6343,71928.84906429202,10.128560038190926,Normal,76.43183226797598,Safe Approach,Safe Landing
1,DEL,2022-08,08:26:30,1,Approach,2619.2392023205607,177.54157797910236,7.17418731587261,-654.5085209012659,79.7401227253675,3.565079642687168,3.434580847713762,7.789298058407271,28.45462653223345,61.89096578632692,Rain,Night,Wet,0,9431,73724.928616938,10.701653301284246,Normal,66.18747135266833,Safe Approach,Safe Landing
1,DEL,2022-08,08:27:00,2,Approach,3087.2114122790754,151.2294440655379,5.026121519451171,-632.3887758456243,70.68482506454697,5.603604583151073,1.5459721722816924,6.30344721482619,26.97610919622676,66.0075175501479,Fog,Night,Wet,0,8764,69545.36270888126,14.283678295765778,Normal,52.496000811455744,Safe Approach,Safe Landing
1,DEL,2022-08,08:27:30,3,Approach,1061.765059218459,150.281767196382,5.263878054895025,-739.2206860347026,70.42506772104859,5.894430126352694,3.885009929584912,7.115233417981297,27.91990693776075,73.10040164723043,Clear,Day,Wet,0,7495,92445.9438624706,19.93062406929792,Normal,53.41650580145114,Safe Approach,Safe Landing
1,DEL,2022-08,08:29:00,4,Landing,1638.3755807208136,143.7869077798383,0.7874142479007,-399.0427095748574,67.1465926379457,13.024217794078096,8.328775667810362,6.086730356289957,27.90271402548917,66.86905432901138,Clear,Day,Dry,0,5232,69926.20479041869,19.96783816513716,Normal,45.157497748551975,Safe Approach,Safe Landing
1,DEL,2022-08,08:29:30,5,Landing,1101.2741565423837,137.23979396703044,15.205080234713474,-629.405017124855,63.754298016564576,15.948025710068848,7.235096697898094,7.35317257207903,26.22928685882319,63.09817268590533,Fog,Night,Dry,0,3597,64977.87370463167,24.71863146487824,Normal,43.9858714329601,Safe Approach,Safe Landing
1,DEL,2022-08,08:30:00,6,Landing,511.98510035705937,129.41729611847026,6.641964916127389,-1485.7940452383002,68.15350557798615,14.844887303597924,11.275906798516123,6.319298337290304,25.35966766650281,73.85854611574045,Fog,Day,Dry,0,2269,60556.760074020174,27.23400082266477,Normal,33.33672349898761,Safe Approach,Safe Landing
1,DEL,2022-08,08:30:30,7,Landing,11.50331154621546,118.57934448400408,3.155684355610474,-1066.9098911819865,61.21494513288287,17.82160675488603,11.075920007383992,5.890182546321747,25.48703468236437,70.25680429739818,Fog,Night,Dry,1,7653,40920.98742846696,28.696799304788367,Normal,29.655790675599302,Safe Approach,Safe Landing
2,HYD,2021-08,13:07:00,0,Approach,1629.1583848836997,180.82455781177583,5.275254505121618,-590.9613934906766,78.38076392202622,0.3688237919243118,0.0,7.507803827384407,27.137384878434453,57.94354704670093,Clear,Day,Wet,0,4908,82387.4109123543,12.653007774873547,Normal,68.27739565357696,Safe Approach,Safe Landing
2,HYD,2021-08,13:07:30,1,Approach,4040.654686716112,150.5845856003799,5.88384317716517,-592.8940687247825,72.88297224388207,9.779251749176463,5.795800479495238,8.020525288006343,28.50487970370986,66.34868915138688,Storm,Day,Wet,0,3436,74097.9148077215,10.948362599996868,Normal,59.80979130933774,Safe Approach,Safe Landing
